id,base_id,corruption,severity,phi_pred,mae,rmse,pearson
img_0203.png,img_069.png,resolution,1,,,,
img_0204.png,img_069.png,resolution,2,,,,
img_0205.png,img_069.png,resolution,3,,,,
img_0206.png,img_069.png,resolution,4,,,,
img_0207.png,img_069.png,resolution,5,,,,
img_0208.png,img_003.png,clean,0,,,,
img_0209.png,img_003.png,brightness,1,,,,
img_0210.png,img_003.png,brightness,2,,,,
img_0211.png,img_003.png,brightness,3,,,,
img_0212.png,img_003.png,brightness,4,,,,
img_0213.png,img_003.png,brightness,5,,,,
img_0214.png,img_003.png,contrast,1,,,,
img_0215.png,img_003.png,contrast,2,,,,
img_0216.png,img_003.png,contrast,3,,,,
img_0217.png,img_003.png,contrast,4,,,,
img_0218.png,img_003.png,contrast,5,,,,
img_0219.png,img_003.png,noise,1,,,,
img_0220.png,img_003.png,noise,2,,,,
img_0221.png,img_003.png,noise,3,,,,
img_0222.png,img_003.png,noise,4,,,,
img_0223.png,img_003.png,noise,5,,,,
img_0224.png,img_003.png,blur,1,,,,
img_0225.png,img_003.png,blur,2,,,,
img_0226.png,img_003.png,blur,3,,,,
img_0227.png,img_003.png,blur,4,,,,
img_0228.png,img_003.png,blur,5,,,,
img_0229.png,img_003.png,resolution,1,,,,
img_0230.png,img_003.png,resolution,2,,,,
img_0231.png,img_003.png,resolution,3,,,,
img_0232.png,img_003.png,resolution,4,,,,
img_0233.png,img_003.png,resolution,5,,,,
img_0234.png,img_052.png,clean,0,,,,
img_0235.png,img_052.png,brightness,1,,,,
img_0236.png,img_052.png,brightness,2,,,,
img_0237.png,img_052.png,brightness,3,,,,
img_0238.png,img_052.png,brightness,4,,,,
img_0239.png,img_052.png,brightness,5,,,,
img_0240.png,img_052.png,contrast,1,,,,
img_0241.png,img_052.png,contrast,2,,,,
img_0242.png,img_052.png,contrast,3,,,,
img_0243.png,img_052.png,contrast,4,,,,
img_0244.png,img_052.png,contrast,5,,,,
img_0245.png,img_052.png,noise,1,,,,
img_0246.png,img_052.png,noise,2,,,,
img_0247.png,img_052.png,noise,3,,,,
img_0248.png,img_052.png,noise,4,,,,
img_0249.png,img_052.png,noise,5,,,,
img_0250.png,img_052.png,blur,1,,,,
img_0251.png,img_052.png,blur,2,,,,
img_0252.png,img_052.png,blur,3,,,,
img_0253.png,img_052.png,blur,4,,,,
img_0254.png,img_052.png,blur,5,,,,
img_0255.png,img_052.png,resolution,1,,,,
img_0256.png,img_052.png,resolution,2,,,,
img_0257.png,img_052.png,resolution,3,,,,
img_0258.png,img_052.png,resolution,4,,,,
img_0259.png,img_052.png,resolution,5,,,,
img_0260.png,img_068.png,clean,0,,,,
img_0261.png,img_068.png,brightness,1,,,,
img_0262.png,img_068.png,brightness,2,,,,
img_0263.png,img_068.png,brightness,3,,,,
img_0264.png,img_068.png,brightness,4,,,,
img_0265.png,img_068.png,brightness,5,,,,
img_0266.png,img_068.png,contrast,1,,,,
img_0267.png,img_068.png,contrast,2,,,,
img_0268.png,img_068.png,contrast,3,,,,
img_0269.png,img_068.png,contrast,4,,,,
img_0270.png,img_068.png,contrast,5,,,,
img_0271.png,img_068.png,noise,1,,,,
img_0272.png,img_068.png,noise,2,,,,
img_0273.png,img_068.png,noise,3,,,,
img_0274.png,img_068.png,noise,4,,,,
img_0275.png,img_068.png,noise,5,,,,
img_0276.png,img_068.png,blur,1,,,,
img_0277.png,img_068.png,blur,2,,,,
img_0278.png,img_068.png,blur,3,,,,
img_0279.png,img_068.png,blur,4,,,,
img_0280.png,img_068.png,blur,5,,,,
img_0281.png,img_068.png,resolution,1,,,,
img_0282.png,img_068.png,resolution,2,,,,
img_0283.png,img_068.png,resolution,3,,,,
img_0284.png,img_068.png,resolution,4,,,,
img_0285.png,img_068.png,resolution,5,,,,
img_0286.png,img_004.png,clean,0,,,,
img_0287.png,img_004.png,brightness,1,,,,
img_0288.png,img_004.png,brightness,2,,,,
img_0289.png,img_004.png,brightness,3,,,,
img_0290.png,img_004.png,brightness,4,,,,
img_0291.png,img_004.png,brightness,5,,,,
img_0292.png,img_004.png,contrast,1,,,,
img_0293.png,img_004.png,contrast,2,,,,
img_0294.png,img_004.png,contrast,3,,,,
img_0295.png,img_004.png,contrast,4,,,,
img_0296.png,img_004.png,contrast,5,,,,
img_0297.png,img_004.png,noise,1,,,,
img_0298.png,img_004.png,noise,2,,,,
img_0299.png,img_004.png,noise,3,,,,
img_0300.png,img_004.png,noise,4,,,,
img_0301.png,img_004.png,noise,5,,,,
img_0302.png,img_004.png,blur,1,,,,
img_0303.png,img_004.png,blur,2,,,,
img_0304.png,img_004.png,blur,3,,,,
img_0305.png,img_004.png,blur,4,,,,
img_0306.png,img_004.png,blur,5,,,,
img_0307.png,img_004.png,resolution,1,,,,
img_0308.png,img_004.png,resolution,2,,,,
img_0309.png,img_004.png,resolution,3,,,,
img_0310.png,img_004.png,resolution,4,,,,
img_0311.png,img_004.png,resolution,5,,,,
img_0312.png,img_098.png,clean,0,,,,
img_0313.png,img_098.png,brightness,1,,,,
img_0314.png,img_098.png,brightness,2,,,,
img_0315.png,img_098.png,brightness,3,,,,
img_0316.png,img_098.png,brightness,4,,,,
img_0317.png,img_098.png,brightness,5,,,,
img_0318.png,img_098.png,contrast,1,,,,
img_0319.png,img_098.png,contrast,2,,,,
img_0320.png,img_098.png,contrast,3,,,,
img_0321.png,img_098.png,contrast,4,,,,
img_0322.png,img_098.png,contrast,5,,,,
img_0323.png,img_098.png,noise,1,,,,
img_0324.png,img_098.png,noise,2,,,,
img_0325.png,img_098.png,noise,3,,,,
img_0326.png,img_098.png,noise,4,,,,
img_0327.png,img_098.png,noise,5,,,,
img_0328.png,img_098.png,blur,1,,,,
img_0329.png,img_098.png,blur,2,,,,
img_0330.png,img_098.png,blur,3,,,,
img_0331.png,img_098.png,blur,4,,,,
img_0332.png,img_098.png,blur,5,,,,
img_0333.png,img_098.png,resolution,1,,,,
img_0334.png,img_098.png,resolution,2,,,,
img_0335.png,img_098.png,resolution,3,,,,
img_0336.png,img_098.png,resolution,4,,,,
img_0337.png,img_098.png,resolution,5,,,,
img_0338.png,img_039.png,clean,0,,,,
img_0339.png,img_039.png,brightness,1,,,,
img_0340.png,img_039.png,brightness,2,,,,
img_0341.png,img_039.png,brightness,3,,,,
img_0342.png,img_039.png,brightness,4,,,,
img_0343.png,img_039.png,brightness,5,,,,
img_0344.png,img_039.png,contrast,1,,,,
img_0345.png,img_039.png,contrast,2,,,,
img_0346.png,img_039.png,contrast,3,,,,
img_0347.png,img_039.png,contrast,4,,,,
img_0348.png,img_039.png,contrast,5,,,,
img_0349.png,img_039.png,noise,1,,,,
img_0350.png,img_039.png,noise,2,,,,
img_0351.png,img_039.png,noise,3,,,,
img_0352.png,img_039.png,noise,4,,,,
img_0353.png,img_039.png,noise,5,,,,
img_0354.png,img_039.png,blur,1,,,,
img_0355.png,img_039.png,blur,2,,,,
img_0356.png,img_039.png,blur,3,,,,
img_0357.png,img_039.png,blur,4,,,,
img_0358.png,img_039.png,blur,5,,,,
img_0359.png,img_039.png,resolution,1,,,,
img_0360.png,img_039.png,resolution,2,,,,
img_0361.png,img_039.png,resolution,3,,,,
img_0362.png,img_039.png,resolution,4,,,,
img_0363.png,img_039.png,resolution,5,,,,
img_0364.png,img_031.png,clean,0,,,,
img_0365.png,img_031.png,brightness,1,,,,
img_0366.png,img_031.png,brightness,2,,,,
img_0367.png,img_031.png,brightness,3,,,,
img_0368.png,img_031.png,brightness,4,,,,
img_0369.png,img_031.png,brightness,5,,,,
img_0370.png,img_031.png,contrast,1,,,,
img_0371.png,img_031.png,contrast,2,,,,
img_0372.png,img_031.png,contrast,3,,,,
img_0373.png,img_031.png,contrast,4,,,,
img_0374.png,img_031.png,contrast,5,,,,
img_0375.png,img_031.png,noise,1,,,,
img_0376.png,img_031.png,noise,2,,,,
img_0377.png,img_031.png,noise,3,,,,
img_0378.png,img_031.png,noise,4,,,,
img_0379.png,img_031.png,noise,5,,,,
img_0380.png,img_031.png,blur,1,,,,
img_0381.png,img_031.png,blur,2,,,,
img_0382.png,img_031.png,blur,3,,,,
img_0383.png,img_031.png,blur,4,,,,
img_0384.png,img_031.png,blur,5,,,,
img_0385.png,img_031.png,resolution,1,,,,
img_0386.png,img_031.png,resolution,2,,,,
img_0387.png,img_031.png,resolution,3,,,,
img_0388.png,img_031.png,resolution,4,,,,
img_0389.png,img_031.png,resolution,5,,,,
